,track_id,track,artist,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,era
5632,26flFUef9I4kW7qiQwZF2T,Sway With Me (slowed),Cytus ll,236678,50,0.584,0.5770000000000001,A,-12.037,major,0.0532,0.0148,0.0,0.355,0.599,92.313,_TIKTOK,20s
5633,7M933CBt5jHL6m4v2wqBrJ,D u s k T i l l D a w n (slowed reverb),FiloChill,305855,49,0.3329999999999999,0.314,F# / Gb,-12.929,minor,0.0374,0.48,0.00147,0.235,0.0579,143.28,_TIKTOK,20s
5634,66OTK5mDazP9zu9zSUpl62,D o n ' t L e t M e D o w n (slowed reverb),FiloChill,250840,46,0.585,0.34,C# / Db,-12.988,minor,0.0363,0.1969999999999999,5.55e-06,0.2019999999999999,0.0741,120.099,_TIKTOK,20s
5635,4I0msd0KkIXxb3cENqdeuF,W o r t h I t (slowed reverb),FiloChill,272649,46,0.6890000000000001,0.426,G# / Ab,-9.075,major,0.172,0.0478,0.0,0.2019999999999999,0.387,157.99,_TIKTOK,20s
5636,0wNFc0kN4JODVsmzYQjB72,Cumbia,Koosen,119000,55,0.6829999999999999,0.903,F# / Gb,-2.833,major,0.0672,0.00757,0.654,0.7490000000000001,0.6,124.916,_TIKTOK,20s
5637,1Xi84slp6FryDSCbzq4UCD,Arcade,Duncan Laurence,183624,87,0.45,0.3289999999999999,A,-12.603,minor,0.0441,0.818,0.00109,0.135,0.266,71.884,_TIKTOK,10s
5639,5JCoSi02qi3jJeHdZXMmR8,favorite crime,Olivia Rodrigo,152666,91,0.369,0.272,A,-10.497,major,0.0364,0.866,0.0,0.147,0.218,172.929,_TIKTOK,20s
5640,5WtfUKzXircvW8l5aaVZWT,What A Time (feat. Niall Horan),Julia Michaels,173306,80,0.516,0.467,C,-6.184,major,0.0302,0.662,0.0,0.0853,0.386,132.861,_TIKTOK,10s
5641,47EWMOElkkbMp5m9SBkx7d,IDK You Yet,Alexander 23,184638,46,0.629,0.306,C# / Db,-11.735,major,0.0424,0.884,0.0776,0.124,0.191,76.994,_TIKTOK,20s
5642,4CxFN5zON70B3VOPBYbd6P,you were good to me,Jeremy Zucker,219146,80,0.561,0.0848,D,-15.099,major,0.0404,0.913,2.62e-05,0.1119999999999999,0.206,102.128,_TIKTOK,10s
5643,4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,198040,87,0.357,0.425,F,-7.301,major,0.0333,0.584,0.0,0.322,0.27,102.078,_TIKTOK,20s
5644,2v8GT5HHcqFaTXS2xijw4r,Changes,Hayd,214814,70,0.648,0.115,F# / Gb,-17.133,major,0.0445,0.939,3.88e-05,0.11,0.29,119.967,_TIKTOK,20s
5645,3EPXxR3ImUwfayaurPi3cm,Be Alright,Dean Lewis,196373,81,0.5529999999999999,0.586,B,-6.319,major,0.0362,0.6970000000000001,0.0,0.0813,0.4429999999999999,126.684,_TIKTOK,10s
5646,1v6svH1Fyx9C1nIt1mA2DT,All I Want,Olivia Rodrigo,177322,73,0.376,0.43,C,-6.585,minor,0.0328,0.0902,0.0,0.0912,0.129,77.59899999999999,_TIKTOK,20s
5647,2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Lewis Capaldi,215106,84,0.4589999999999999,0.575,D# / Eb,-4.8580000000000005,major,0.0573,0.604,0.0,0.0885,0.183,111.881,_TIKTOK,10s
5648,2TOzTqQXNmR2zDJXihjZ2e,enough for you,Olivia Rodrigo,202826,91,0.638,0.259,G,-10.706,major,0.0898,0.753,0.0,0.2189999999999999,0.2689999999999999,88.485,_TIKTOK,20s
5650,71i3wlanzjflfYz0gkT2W8,Falling Up,Dean Lewis,206947,72,0.654,0.7559999999999999,D,-3.594,major,0.0534,0.648,0.0,0.0995,0.475,103.551,_TIKTOK,20s
5651,5WfACgyEk4rwdWU3rrzNt1,Godspeed,James Blake,173840,67,0.395,0.174,F# / Gb,-10.313,major,0.043,0.916,0.00602,0.104,0.221,73.773,_TIKTOK,20s
5652,6hjh2phISvfR1Ib6S0FK7b,Trying My Best,Anson Seabra,222467,70,0.691,0.0682,F,-18.186,major,0.0645,0.951,0.0,0.0916,0.352,76.94,_TIKTOK,20s
5653,5eDvWpMdQHtN8NXwojaAH1,Relapse,Cap Carter,183213,31,0.601,0.514,C,-6.781000000000001,major,0.0393,0.0362,0.0,0.302,0.271,123.631,_TIKTOK,20s
5654,6ZfXA2xakAvphXOSOJ3u1W,When I Look At You,Miley Cyrus,248586,74,0.4589999999999999,0.545,F# / Gb,-4.874,major,0.0282,0.142,0.0,0.105,0.1939999999999999,137.941,_TIKTOK,00s
5657,1qk9ujVgudgU8CyhKOx8ji,Somebody That I Used To Know,Gotye,244893,63,0.8640000000000001,0.515,C,-6.9670000000000005,major,0.0367,0.5710000000000001,7.92e-05,0.0947,0.755,129.048,_TIKTOK,10s
5658,0742PcMPo2Akmo4vHC29VZ,this is how you fall in love,Jeremy Zucker,174586,58,0.52,0.204,G,-12.488,major,0.0355,0.733,2.53e-05,0.126,0.2739999999999999,79.682,_TIKTOK,20s
5659,3dv9Bvpp9HikNsEvDCKHhC,Spirits,The Strumbellas,203653,0,0.5529999999999999,0.7290000000000001,C,-3.696,major,0.0266,0.181,0.0,0.109,0.7759999999999999,80.503,_TIKTOK,10s
5660,218q4fCmVERKhXEZDr6g4P,Cry Over Boys,Alexander 23,170812,33,0.847,0.254,G,-13.550999999999998,major,0.0667,0.835,1.98e-05,0.527,0.381,117.987,_TIKTOK,20s
5661,60iSKGrGazRzICtMjADNSM,Hold Me While You Wait,Lewis Capaldi,205686,80,0.688,0.53,B,-5.507000000000001,major,0.0333,0.4429999999999999,0.0,0.0995,0.162,106.958,_TIKTOK,10s
5664,4aY0tZIaboefmkBEsjAovI,If I Die Young,The Band Perry,222773,64,0.606,0.497,E,-6.611000000000001,major,0.0277,0.348,0.0,0.275,0.362,130.739,_TIKTOK,10s
5665,0BfVKJALJjpzNYIQiEgF2G,Waves,Dean Lewis,241292,59,0.517,0.762,B,-5.806,minor,0.0454,0.161,0.0,0.0897,0.351,156.928,_TIKTOK,10s
5666,0bM5JsBjWU4RyYlMbp0voY,Wait,M83,343253,0,0.426,0.228,D,-10.552,major,0.0322,0.203,0.14,0.0832,0.0826,147.986,_TIKTOK,10s
5669,5SFXOMJJ334Wn2PwBHeRZN,Girls Like Us,Zoe Wees,189000,84,0.444,0.648,C# / Db,-4.955,major,0.0476,0.288,0.0,0.059,0.171,125.706,_TIKTOK,20s
5670,59HA1SBz1DPCCvdDeILV7E,exile (feat. Bon Iver),Taylor Swift,285634,52,0.298,0.38,F# / Gb,-8.426,major,0.0287,0.778,5.62e-05,0.11,0.152,75.602,_TIKTOK,20s
5671,21vPjrAwqTWvNm4HqODEIY,Bitter (feat. Trevor Daniel),FLETCHER,194749,65,0.6890000000000001,0.643,F# / Gb,-6.142,minor,0.0735,0.241,3.82e-05,0.127,0.405,136.002,_TIKTOK,20s
5672,2f0pn9DkEJwAzXApnFh5cr,Someone To You,BANNERS,219801,79,0.52,0.903,D,-5.497000000000001,major,0.042,0.00517,0.0,0.254,0.652,74.988,_TIKTOK,10s
5673,3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,208211,81,0.544,0.369,D,-9.514,major,0.038,0.969,0.2789999999999999,0.639,0.102,87.01,_TIKTOK,10s
5674,3gwoz4xZuye0agjYgrC2je,Easy,Troye Sivan,226781,3,0.639,0.569,C,-7.236000000000001,minor,0.0487,0.0581,0.000169,0.108,0.616,142.967,_TIKTOK,20s
5676,3HZuxQ80VWOsBWws8XQdFB,F2020,Avenue Beat,181851,1,0.7020000000000001,0.597,D,-7.067,major,0.207,0.5870000000000001,3.62e-06,0.1119999999999999,0.3829999999999999,85.016,_TIKTOK,20s
5677,393MDhe62s8hbH8ETrlxe5,Mr. Rager,Kid Cudi,294226,74,0.6709999999999999,0.726,G,-8.689,major,0.0272,0.389,0.882,0.14,0.581,102.002,_TIKTOK,10s
5678,1ugQtcwmKOXvKAYzhjncmv,Half A Man,Dean Lewis,179120,76,0.507,0.204,C,-11.575,major,0.0504,0.855,0.0,0.143,0.3429999999999999,77.765,_TIKTOK,10s
5679,4WzhjxvLP95y7AMDy0Atwb,Out Of Love,Alessia Cara,227693,77,0.481,0.267,G,-9.249,major,0.0339,0.8,0.0,0.249,0.1369999999999999,117.64,_TIKTOK,10s
5680,3s7MCdXyWmwjdcWh7GWXas,Violent Crimes,Kanye West,215320,75,0.669,0.419,C# / Db,-6.724,minor,0.522,0.376,0.0,0.187,0.0397,109.813,_TIKTOK,10s
5682,1KVczjazCcCCgM3gXXUl47,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,223542,73,0.612,0.601,G# / Ab,-7.089,major,0.1639999999999999,0.168,0.0,0.1169999999999999,0.525,147.018,_TIKTOK,10s
5683,2U5WueTLIK5WJLD7mvDODv,Wishing Well,Juice WRLD,194621,85,0.65,0.613,A,-6.13,minor,0.128,0.00336,0.0,0.267,0.0804,149.972,_TIKTOK,20s
5684,7lGKEWMXVWWTt3X71Bv44I,Unsteady,X Ambassadors,193546,76,0.389,0.665,C,-6.169,major,0.0644,0.178,0.000732,0.1159999999999999,0.1989999999999999,117.055,_TIKTOK,10s
5685,35r28RDot7nPE7y9K9H7l0,Feeling Whitney,Post Malone,257266,77,0.412,0.2269999999999999,C,-12.696,major,0.0359,0.787,4.69e-06,0.282,0.226,80.111,_TIKTOK,10s
5686,5NORWMFC27ywGSZxi8uquP,Ophelia,The Lumineers,160097,79,0.664,0.573,F,-6.519,major,0.0277,0.613,0.000363,0.0857,0.5660000000000001,76.023,_TIKTOK,10s
5687,43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,196077,84,0.367,0.111,E,-14.084,major,0.0972,0.978,3.97e-05,0.0897,0.198,82.64200000000001,_TIKTOK,10s
5689,4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,206458,82,0.488,0.3429999999999999,E,-8.985,major,0.0436,0.556,0.0,0.21,0.0978,102.819,_TIKTOK,20s
5690,43CIWpJaJHRcI4mUSjqgc2,Bad Boy (with Young Thug),Juice WRLD,157355,80,0.6970000000000001,0.674,C# / Db,-6.3260000000000005,major,0.0533,0.00215,0.0,0.138,0.198,81.535,_TIKTOK,20s
5691,4W8sUeokQKfHt1uTXp0Jq0,Broken,Lund,200672,76,0.83,0.583,C,-2.052,major,0.0412,0.0563,0.0005,0.109,0.146,134.0,_TIKTOK,20s
5692,7eEcVUDXfIaZPq4kwhPIML,Hold Me Like You Used To,Zoe Wees,186974,72,0.573,0.59,C,-6.308,minor,0.0352,0.528,0.0,0.192,0.177,124.958,_TIKTOK,20s
5694,3i5qVV8azKqGFK4Gzdt5YS,If You Want Love,NF,199386,77,0.551,0.386,C,-10.22,major,0.132,0.659,0.0,0.125,0.245,116.409,_TIKTOK,10s
5695,0W4NhJhcqKCqEP2GIpDCDq,Love,Keyshia Cole,255333,74,0.688,0.519,F,-4.285,major,0.0283,0.064,0.0,0.1,0.318,116.714,_TIKTOK,00s
5696,6c7N5N7amAOpeMykjlovjI,Walked Through Hell,Anson Seabra,216864,75,0.508,0.4039999999999999,A# / Bb,-11.092,major,0.0788,0.664,0.0,0.104,0.129,81.71300000000001,_TIKTOK,20s
5697,0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),Billie Eilish,200185,88,0.351,0.296,E,-10.109,minor,0.0333,0.934,0.0,0.095,0.12,115.284,_TIKTOK,10s
5698,4XiGKQqbmnMVxDzUj6j3f2,Worth It,YK Osiris,189253,63,0.764,0.528,F,-4.082,minor,0.0588,0.4679999999999999,0.0,0.0811,0.422,123.936,_TIKTOK,10s
5699,1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,201000,80,0.6809999999999999,0.372,F,-8.237,major,0.0432,0.64,0.0,0.1689999999999999,0.476,91.873,_TIKTOK,10s
5700,65Ki57yTO2fXdtKPOaS15n,Make You Mine - Acoustic,PUBLIC,209093,63,0.721,0.389,A,-8.558,major,0.0279,0.755,0.0,0.136,0.465,98.003,_TIKTOK,10s
5701,3bne7Qit5AbHkX6kWDItYP,In My Head,Peter Manos,214533,67,0.499,0.181,A,-15.359000000000002,minor,0.0429,0.745,0.00123,0.106,0.0747,111.956,_TIKTOK,10s
5702,1XGmzt0PVuFgQYYnV2It7A,Payphone,Maroon 5,231173,81,0.743,0.752,E,-4.813,major,0.0414,0.0188,0.0,0.287,0.545,110.015,_TIKTOK,10s
5703,267nfLfaSSDa9ivHncHynh,Breathe,Years & Years,233228,67,0.746,0.486,A# / Bb,-7.004,major,0.0344,0.222,1.41e-06,0.123,0.417,92.057,_TIKTOK,10s
5704,7tFDcSoYHk54Fc5oqM2Zii,Tonight You Belong To Me,Eddie Vedder,101533,40,0.703,0.157,G,-11.1,major,0.0437,0.991,0.00452,0.0912,0.5670000000000001,92.608,_TIKTOK,10s
5705,5eU0KDvZVfFl4ehleRwGGF,Sick and Tired,iann dior,144000,66,0.747,0.495,B,-8.584,major,0.0491,0.151,0.0,0.146,0.489,145.095,_TIKTOK,20s
5706,4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,Plain White T's,232533,80,0.6559999999999999,0.291,D,-10.572,major,0.0293,0.872,0.0,0.114,0.298,103.971,_TIKTOK,00s
5708,4G9riegFbyX3uBZhCACDQh,Blackout,Freya Ridings,174278,54,0.324,0.176,F# / Gb,-8.752,major,0.0302,0.848,6.579999999999999e-05,0.0924,0.182,139.793,_TIKTOK,10s
5709,2MvvoeRt8NcOXWESkxWn3g,Ribs,Lorde,258969,65,0.511,0.472,E,-9.277,major,0.091,0.534,0.614,0.11,0.0399,127.978,_TIKTOK,10s
5711,0TXNKTzawI6VgLoA9UauRp,When You Love Someone,James TW,216560,78,0.6809999999999999,0.4529999999999999,G,-6.09,major,0.0278,0.263,0.0,0.0543,0.348,125.772,_TIKTOK,10s
5712,69vToJ9BMbbLlFZo7k7A7B,You Are The Reason,Calum Scott,204326,82,0.3289999999999999,0.235,A# / Bb,-7.699,major,0.0303,0.918,0.0,0.1369999999999999,0.22,171.00599999999997,_TIKTOK,10s
5714,6UjZ2Yx2g2a52XxiA8ONxZ,Outnumbered,Dermot Kennedy,245699,70,0.614,0.684,C,-5.79,major,0.157,0.247,0.0,0.0976,0.258,156.85,_TIKTOK,10s
5715,70XP39KE8vTgxtRXcwfxJA,All That Matters,Justin Bieber,191173,56,0.696,0.513,F# / Gb,-5.567,minor,0.0424,0.0050799999999999,0.0,0.0682,0.144,129.859,_TIKTOK,10s
5717,3nnG7AM9QopHVPEuLX3Khk,Let It Go,James Bay,260533,73,0.536,0.311,C# / Db,-10.396,major,0.0288,0.82,1.65e-05,0.107,0.246,147.486,_TIKTOK,10s
5718,0KyAGiNGUytG5JLxJu4F6l,Pretty Girl,Clairo,178352,78,0.93,0.611,C,-4.406000000000001,major,0.0415,0.593,0.00124,0.0592,0.695,112.127,_TIKTOK,10s
5719,0UhKDHeZw2kHOz9HiRNFBH,Josslyn,Olivia O'Brien,189120,15,0.331,0.769,D,-4.5,major,0.166,0.0121,0.0,0.649,0.376,83.061,_TIKTOK,20s
5720,1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles,240133,85,0.5670000000000001,0.267,E,-6.502000000000001,major,0.0299,0.8390000000000001,1.46e-06,0.089,0.0592,110.011,_TIKTOK,10s
5721,4NNolUeL5m2ju7kf8pdg6H,All You Had To Do Was Stay,Taylor Swift,193293,60,0.602,0.735,F,-5.778,major,0.0337,0.00196,4.77e-05,0.105,0.472,96.969,_TIKTOK,10s
5722,4yJiXq86uM56uIfIZgE440,me & ur ghost,blackbear,200400,3,0.755,0.631,G,-6.127999999999999,major,0.0261,0.0638,0.0,0.0929,0.8809999999999999,100.026,_TIKTOK,20s
5723,6r2JV75tE0vNgNCv4HKsBC,scared,Jeremy Zucker,207520,69,0.583,0.075,F,-15.843,major,0.0726,0.933,1.4e-06,0.111,0.347,108.418,_TIKTOK,10s
5724,4Of7rzpRpV1mWRbhp5rAqG,Bruises,Lewis Capaldi,220492,82,0.736,0.308,E,-7.83,major,0.0677,0.946,0.0,0.186,0.361,111.202,_TIKTOK,10s
5728,0g21KZ1XJuhwexWPLpuEt1,You & Jennifer,bülow,159453,68,0.752,0.698,B,-6.53,major,0.306,0.52,0.0,0.211,0.347,132.058,_TIKTOK,10s
5729,6CcJMwBtXByIz4zQLzFkKc,i love you,Billie Eilish,291796,81,0.421,0.131,C,-18.435,major,0.0382,0.952,0.0045299999999999,0.109,0.12,137.446,_TIKTOK,10s
5730,6MxMqCgqmekcr0VwSU7AVH,Time,NF,240428,73,0.677,0.688,C,-4.058,minor,0.0633,0.138,0.0,0.114,0.198,98.049,_TIKTOK,10s
5731,4UKCKdYiLN6IMA5ZESUTL7,the remedy for a broken heart (why am I so in love),XXXTENTACION,160184,82,0.6990000000000001,0.304,C# / Db,-11.192,major,0.0993,0.779,0.000993,0.1369999999999999,0.271,119.705,_TIKTOK,10s
5732,7xT1n5JKpB0bMPh6FL589e,Poblado,Crissin,201596,87,0.894,0.7090000000000001,D# / Eb,-7.478,minor,0.118,0.00914,0.0,0.1009999999999999,0.462,93.048,_TIKTOK,20s
5733,2FSGUA0gFgGeQdprjtGM2M,EL MAKINON,KAROL G,209160,91,0.635,0.706,F,-3.224,minor,0.125,0.256,0.0,0.108,0.4429999999999999,88.863,_TIKTOK,20s
5734,5fghgRsc8a3pSDXtjQ238F,Trakatá,Ptazeta,178064,71,0.906,0.626,F,-5.533,major,0.254,0.127,6.56e-06,0.0546,0.561,93.03,_TIKTOK,20s
5735,5u7twkeask1VIyDeNTElSU,Sal y Perrea,Sech,216510,86,0.7859999999999999,0.899,A# / Bb,-0.515,major,0.127,0.192,0.0001889999999999,0.299,0.813,90.025,_TIKTOK,20s
5736,5jzEwSyyymBlf1fa1o39T2,512,Mora,193636,87,0.818,0.6729999999999999,E,-7.542000000000001,minor,0.148,0.348,0.0,0.172,0.695,87.961,_TIKTOK,20s
5737,4DHDIdeayp8xvlyg22wREO,Ram Pam Pam,Natti Natasha,200785,84,0.908,0.813,F,-2.749,minor,0.0777,0.305,0.0,0.278,0.924,97.018,_TIKTOK,20s
5738,7IKPzIshm586JYCchDyfAc,Subete,Lary Over,224432,65,0.89,0.862,A# / Bb,-2.116,minor,0.151,0.598,1.51e-05,0.0828,0.741,115.999,_TIKTOK,10s
5739,7Bk0uXKk1uPT0XuQbpFzvs,Fiel,Los Legendarios,261665,95,0.8490000000000001,0.701,F# / Gb,-4.407,minor,0.06,0.407,0.0,0.1119999999999999,0.505,98.005,_TIKTOK,20s
5740,7K9Z3yFNNLv5kwTjQYGjnu,#BrooklynBloodPop!,SyKo,145610,82,0.691,0.8140000000000001,C# / Db,-3.788,minor,0.1169999999999999,0.0164,0.0,0.366,0.509,132.012,_TIKTOK,20s
5742,6EHrppRT1Uj4cyShAujxFu,L-Gante Rkt,Papu DJ,182052,62,0.8320000000000001,0.652,G,-4.95,major,0.354,0.359,0.0,0.492,0.5589999999999999,176.013,_TIKTOK,20s
5743,1LbGorB0xOfpiXQJFKB2Nd,El Taxi,Pitbull,249800,63,0.8690000000000001,0.691,G,-6.872000000000001,major,0.192,0.12,0.0,0.102,0.875,95.019,_TIKTOK,10s
5744,2rCbl9naJYhaxjLsfx88uM,Pareja Del Año,Sebastian Yatra,195053,94,0.715,0.622,E,-5.102,minor,0.046,0.163,0.0,0.0948,0.8079999999999999,80.015,_TIKTOK,20s
5745,0xdsZPBE6MgMbe35sS1xD9,Prende la Compu y Pone la Música Famosa por Su Bum Bum,DJ Bryanflow,125655,54,0.836,0.7390000000000001,D,-5.891,major,0.0773,0.0299,0.0,0.3,0.83,82.014,_TIKTOK,20s
5746,6iN5gZGa0XCyn6GaY7ucaP,Watermelon Sugar X Seaside,Vazer,111977,61,0.471,0.716,C,-10.806,major,0.12,0.321,1.11e-05,0.174,0.922,126.717,_TIKTOK,20s
5747,3tfKpyI0reQnWX4BQRlyL7,Parari Tecno,Parari,144514,54,0.902,0.482,E,-12.531,minor,0.298,0.0216,0.00117,0.728,0.657,124.991,_TIKTOK,20s
5748,3HVJbdz0V402U5YggQK4Ao,Touch It,Busta Rhymes,214960,67,0.6579999999999999,0.551,C# / Db,-6.62,major,0.37,0.0043,0.000108,0.1969999999999999,0.442,138.335,_TIKTOK,00s
5749,7meQTf97i7gyAzeHTLIytv,Mírame - Remix,Nio Garcia,377580,63,0.7390000000000001,0.8320000000000001,C# / Db,-3.244,major,0.151,0.119,1.35e-05,0.245,0.7759999999999999,176.04,_TIKTOK,20s
5750,71R8HJxQk5qMiRstrlXN9t,2/Catorce,Rauw Alejandro,212031,89,0.54,0.455,D# / Eb,-5.988,major,0.2239999999999999,0.675,1.0800000000000002e-05,0.12,0.432,83.876,_TIKTOK,20s
5751,2dNhNlpZAtV4lwAFW45LIv,Am,Nio Garcia,182496,93,0.83,0.517,F# / Gb,-6.416,minor,0.3329999999999999,0.3989999999999999,8.950000000000001e-05,0.0916,0.616,171.959,_TIKTOK,20s
5752,341B11g1euMFUUI9eP0A7X,Toy Buenisimo,Jensi Jenno,135288,61,0.848,0.682,F# / Gb,-6.506,minor,0.1159999999999999,0.0248,0.0761,0.0501,0.89,110.036,_TIKTOK,20s
5753,0GmiGIxXDNrePrHBpijYDp,Sigue Bailandome,Yannc,352441,74,0.799,0.69,G,-7.252000000000001,major,0.1,0.282,0.001,0.143,0.682,106.034,_TIKTOK,10s
5754,0cGy3K7zTivPgk3iUC91nz,Chivirika,El Villanord,212312,73,0.8640000000000001,0.736,C# / Db,-4.895,major,0.25,0.45,3.28e-05,0.215,0.6809999999999999,97.941,_TIKTOK,20s
5755,2KTCXvWUbqfiinbFe7PJKP,Las Nenas (feat. La Duraca),Natti Natasha,224739,81,0.775,0.847,G# / Ab,-4.602,minor,0.351,0.143,0.0,0.107,0.8059999999999999,104.817,_TIKTOK,20s
5756,6yrHcAjJj6Dz58dRBsOLWT,Comerte Toda,Nene Malo,199160,63,0.899,0.926,A,-1.109,minor,0.129,0.18,2.79e-05,0.0555,0.906,101.027,_TIKTOK,10s
5757,7hICqTvF8m3qTwhb2TRv0z,Promiscuous Motive,Josiane Lessard,517146,65,0.789,0.7959999999999999,A# / Bb,-10.96,minor,0.04,0.0317,0.003,0.261,0.7140000000000001,114.329,_TIKTOK,20s
5759,0ZquDRUoxvC4QXHlBfRePZ,Alo Michael - rico rico rico rico,Los Dioses Del Ritmo,186460,39,0.853,0.667,A,-10.255999999999998,major,0.0823,0.265,0.0003819999999999,0.0819999999999999,0.919,115.992,_TIKTOK,20s
5761,6iiNn7SnO0tv2q1WCfkS21,Ay Rico Rico Rico - Tik Tok Mix,Dj πrata,72055,51,0.654,0.867,D,-4.814,major,0.15,0.1669999999999999,0.00467,0.064,0.861,115.508,_TIKTOK,20s
5766,5MvayhSJcEDMdbU9xcw4oe,The Less I Know the Sexy Back,PhoMeme,223216,20,0.706,0.523,A,-9.52,major,0.0288,0.149,0.275,0.43,0.716,116.942,_TIKTOK,20s
5767,0nvulXd3vMhVlDtiHsJnVl,Axel F - Radio Edit,Crazy Frog,169440,47,0.862,0.905,D,-3.301,major,0.0412,0.27,0.7340000000000001,0.0627,0.76,138.059,_TIKTOK,00s
5768,4KXtFUFmPObTROXShFLHZX,"Ajena (with Myke Towers, Dylan Fuentes)",Dayme y El High,162901,74,0.701,0.604,C,-5.381,minor,0.445,0.271,1.41e-06,0.104,0.718,195.801,_TIKTOK,10s
5769,6dyUkkcyYuDiHOwIRXYOJm,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,366613,81,0.833,0.858,A,-3.283,major,0.0794,0.0696,0.0,0.239,0.675,91.967,_TIKTOK,20s
5770,7r9ZhitdQBONTFOiJW5mr8,Reloj,Rauw Alejandro,231594,84,0.823,0.537,G# / Ab,-2.639,major,0.209,0.176,3.98e-06,0.123,0.615,175.946,_TIKTOK,20s
5771,2fHOqQ9K6eY0wsbVZiYZPw,Coolant,Farruko,211436,67,0.8270000000000001,0.85,G# / Ab,-4.836,major,0.14,0.192,0.0,0.043,0.961,168.012,_TIKTOK,10s
5774,2TksvaRivgAEj780DgRB73,911,Sech,215891,88,0.795,0.655,G,-3.815,major,0.0422,0.076,1.76e-06,0.296,0.7440000000000001,93.029,_TIKTOK,20s
5775,7HvLwBlGXvaWJZpg1IqwbS,ニッポン笑顔百景,Momokurotei Ichimon,234573,67,0.492,0.969,B,-4.553,minor,0.1369999999999999,0.00307,0.132,0.3779999999999999,0.6759999999999999,160.035,_TIKTOK,10s
5776,28O1p0bQXH2F6Qn8jBZZR4,Ponle,Rvssian,164764,72,0.857,0.772,A# / Bb,-4.737,minor,0.195,0.188,0.00181,0.0851,0.589,94.03,_TIKTOK,10s
5777,2NsMwNWumJXCdTg2IZCLZ5,Lento,Julieta Venegas,239226,72,0.762,0.745,F,-7.426,major,0.0442,0.2019999999999999,3.05e-05,0.042,0.804,143.965,_TIKTOK,00s
5778,1ndyl3wJCFs872XZ3ztPk6,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,258600,74,0.743,0.7090000000000001,D# / Eb,-3.922,minor,0.0879,0.0451,5.18e-06,0.0809,0.831,170.00099999999998,_TIKTOK,10s
5779,2etJ67Egf7woMgOikVrlJM,Travesuras,Flow La Movie,204180,72,0.7559999999999999,0.83,C# / Db,-5.287999999999999,major,0.0842,0.182,0.000384,0.2269999999999999,0.422,175.96099999999998,_TIKTOK,20s
5780,0fEZqh5xqx1ICPcdxe5jhO,EL Diablo,EL Fresh,164781,38,0.747,0.73,C,-4.527,major,0.278,0.0521,0.00889,0.693,0.825,160.457,_TIKTOK,20s
5781,4awYe06eS0fUOineQxKCtO,Como a Rata (feat. El Chusco),Maikitol,162269,54,0.885,0.564,C# / Db,-4.409,major,0.302,0.148,3.229999999999999e-05,0.121,0.8440000000000001,95.007,_TIKTOK,10s
5782,05IzAX4q40VivbrNsk2RBM,El Peludo,Los Farandulay,214936,50,0.7240000000000001,0.679,G# / Ab,-4.551,minor,0.284,0.174,2.36e-06,0.952,0.905,173.965,_TIKTOK,10s
5783,6K5BsR04ijf3FHNzjbaagD,Si Se Da - Remix,Myke Towers,332240,77,0.8170000000000001,0.672,B,-5.612,minor,0.299,0.441,0.0,0.13,0.774,93.999,_TIKTOK,10s
5788,6xHkSGuXlxyDeqnlYe5Ryv,Hay Que Bueno,KD One,160679,64,0.901,0.8079999999999999,B,-3.233,major,0.0855,0.244,0.00829,0.46,0.898,123.995,_TIKTOK,10s
5790,5GRf6zSrCi8gErdN6CyRJT,Tokyo,Leat'eq,174117,64,0.743,0.879,F,-2.717,minor,0.0339,0.0725,0.00141,0.081,0.636,101.966,_TIKTOK,10s
5792,7vF6rBWicwDJHwRVeqpfUD,Needed Me TikTok - Remix,Eduardo Luzquiños,157113,26,0.4639999999999999,0.76,G,-6.3,major,0.259,0.00659,5.3200000000000006e-05,0.376,0.705,181.83900000000003,_TIKTOK,20s
5793,0mQpVWd4aDktvuy001k77v,Wacha Al Piso (Remix),El Nikko DJ,171650,54,0.862,0.735,C,-6.64,minor,0.0581,0.129,0.0,0.0521,0.278,100.052,_TIKTOK,20s
5794,0oa9Tz96GruIbaL6borlXM,Dracukeo,Kidd Keo,156110,66,0.866,0.603,C# / Db,-6.072,major,0.193,0.32,0.0,0.0716,0.315,129.892,_TIKTOK,10s
5795,7qtA1k9izD0Zj06C9UstiI,El Moñoñon,Robert Vargas,260675,43,0.705,0.617,A# / Bb,-10.921,minor,0.397,0.0922,0.0,0.13,0.917,79.195,_TIKTOK,90s
