,track_id,track,artist,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,era
5796,1tJhy8gkzkRTwREgYZuNdp,YRN - Remix,EZRA,268355,66,0.8079999999999999,0.782,G,-8.505,minor,0.1969999999999999,0.0241,0.00156,0.123,0.634,126.026,_TIKTOK,20s
5799,7BIy3EGQhg98CsRdKYHnJC,Ropa Cara,Camilo,163320,78,0.813,0.526,E,-4.787,minor,0.125,0.105,0.000661,0.11,0.608,170.002,_TIKTOK,20s
5800,1AmWzcqo2xlGWCw0BGUWGp,Va Va Vroom Vroom - Remix,Eduardo Luzquiños,97206,62,0.868,0.3289999999999999,D,-8.566,major,0.214,0.2339999999999999,0.016,0.336,0.928,103.02,_TIKTOK,20s
5803,1xK1Gg9SxG8fy2Ya373oqb,Bandido,Myke Towers,232853,91,0.713,0.617,G# / Ab,-4.637,major,0.0887,0.122,0.0,0.0962,0.682,168.021,_TIKTOK,20s
5804,2cqjLRAaz0N6XetT8LMxI0,Pum Chulita Sexy (Una Loca en el Tubo),DJ Bryanflow,152257,53,0.773,0.898,A# / Bb,-4.521,major,0.0507,0.174,0.154,0.0516,0.79,80.01899999999999,_TIKTOK,20s
5805,5bQ9rtAfOUbPmuxjPK8zDp,Perreo Pesau',Rauw Alejandro,260547,75,0.732,0.679,D# / Eb,-3.068,minor,0.135,0.195,5.2e-06,0.6509999999999999,0.4429999999999999,171.887,_TIKTOK,20s
5806,2mM3gZ0BbPwPPMelbA8vgt,No Te Enamores - Remix,Milly,289933,85,0.8240000000000001,0.8370000000000001,F,-4.603,major,0.107,0.573,1.66e-05,0.271,0.58,100.021,_TIKTOK,20s
5807,1Bhm5HNO1cq8olDbBmokyL,Copines,Aya Nakamura,171720,79,0.701,0.787,G# / Ab,-3.941,minor,0.0855,0.27,0.0,0.105,0.904,180.02700000000002,_TIKTOK,10s
5810,78xj07VVFK5uHTaGPIu13S,Buss It,Erica Banks,187000,67,0.956,0.502,A,-5.995,major,0.213,0.0593,0.0,0.238,0.795,110.003,_TIKTOK,20s
5812,0RE4crnT3jRms1xxVlEZx2,Bad boy,Marwa Loud,187844,74,0.7959999999999999,0.496,A,-8.165,minor,0.0388,0.431,5.51e-06,0.0781,0.716,97.988,_TIKTOK,10s
5813,78SeXVRJ7KCqVmOwTiFjnI,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,171215,79,0.65,0.655,C# / Db,-3.71,minor,0.405,0.25,0.0,0.0691,0.735,94.059,_TIKTOK,20s
5814,7vrJn5hDSXRmdXoR30KgF1,BICHOTA,KAROL G,178946,85,0.863,0.6659999999999999,C# / Db,-4.158,minor,0.152,0.212,0.000493,0.103,0.838,163.908,_TIKTOK,20s
5817,1bra22ihn1UyVyilRRcpy2,Candela,Super Yei,262400,68,0.746,0.851,C# / Db,-3.742,minor,0.1009999999999999,0.16,0.0,0.286,0.838,169.967,_TIKTOK,20s
5818,3VvA1wSxukMLsvXoXtlwWx,Hecha Pa' Mi,Boza,186133,89,0.725,0.7559999999999999,E,-5.013,major,0.0572,0.362,0.000685,0.103,0.828,100.07,_TIKTOK,20s
5819,42Me7m2MabWieh1bxDdjDd,Perra,Elilluminari,170400,57,0.926,0.733,G,-5.039,major,0.332,0.0451,0.00011,0.0435,0.5710000000000001,100.001,_TIKTOK,10s
5820,0A7uLa2SqVK5s5Y2V3kCyW,Good Looking,Don Omar,258613,63,0.629,0.88,C# / Db,-6.695,major,0.156,0.00879,0.0,0.8140000000000001,0.757,93.013,_TIKTOK,10s
5823,69IzWtMP6VAEr5kpA5tURl,A Pimp Named Slickback,Lakim,250775,61,0.679,0.852,A# / Bb,-3.695,minor,0.208,0.257,0.422,0.237,0.7659999999999999,140.02200000000002,_TIKTOK,10s
5825,3Ky6wYVGlJlLbECAzjFNPE,Imitadora (Slowed + Reverb),Japanic,188917,6,0.5720000000000001,0.608,G,-10.325,minor,0.0369,0.351,0.644,0.148,0.411,111.942,_TIKTOK,20s
5826,07p0kLnvfQQ2bLujHyzSGK,Rechazame,Prince Royce,223200,71,0.73,0.867,G,-1.946,major,0.0325,0.0749,6.81e-06,0.0712,0.929,130.02,_TIKTOK,10s
5827,1KmJ3n00Z73KCrQyr7zbdG,La Banda - F. Physical Club Mix,F. Physical,434285,25,0.878,0.763,C# / Db,-7.585,major,0.0679,0.0342,0.88,0.1159999999999999,0.508,126.004,_TIKTOK,10s
5828,2Y0iGXY6m6immVb2ktbseM,Little Dark Age,MGMT,299960,80,0.705,0.7120000000000001,F# / Gb,-6.156000000000001,major,0.0385,0.0102,0.000855,0.1,0.62,97.512,_TIKTOK,10s
5831,3lCbsHaN1wCxyDzcNN2x4N,Si Me Tomo Una Cerveza,Migrantes,182198,78,0.72,0.613,C# / Db,-6.899,minor,0.0572,0.185,0.0,0.155,0.857,84.97399999999999,_TIKTOK,20s
5832,6WY8NKL4SbbDyUF6tZgg8b,El Aguacate Es Potasio (La Sicopata),Hey Santana,82151,2,0.8540000000000001,0.795,G# / Ab,-7.843,minor,0.2239999999999999,0.127,0.0072,0.077,0.742,120.037,_TIKTOK,20s
5833,36IgfQCMhMmzuatBLh2BKL,El Pepe,Chumino,73181,42,0.7759999999999999,0.8270000000000001,A,-6.874,minor,0.046,0.00993,0.00485,0.0709,0.937,132.047,_TIKTOK,20s
5834,35UUpTmrcFXNIVIN26ujXl,Relación - Remix,Sech,247308,83,0.7929999999999999,0.7709999999999999,F,-3.417,major,0.0959,0.0337,1.51e-06,0.284,0.835,171.94299999999998,_TIKTOK,20s
5836,4RJz8NfIe09gpKMiRUWKhJ,Parce (feat. Justin Quiles),Maluma,248345,82,0.691,0.7390000000000001,F,-3.09,minor,0.2289999999999999,0.422,3.95e-06,0.11,0.884,83.897,_TIKTOK,20s
5837,15OjBeqNX3bShsGYQbteRv,La Tóxica,Farruko,180520,81,0.659,0.701,A,-4.107,major,0.1639999999999999,0.0882,0.0,0.0866,0.623,91.97,_TIKTOK,20s
5838,1nxlRYbM2Ral4im0LExtZY,Entre Tú y Yo,Chema Rivas,224000,16,0.8540000000000001,0.669,A,-5.206,minor,0.0617,0.288,0.0,0.221,0.484,120.023,_TIKTOK,20s
5841,6MajVX0MeiyQPChBdHmuow,Arabe (feat. Many Malon & Jose Victoria),Kiubbah Malon,223653,54,0.928,0.5329999999999999,C# / Db,-8.18,major,0.217,0.285,2.24e-06,0.0473,0.249,128.076,_TIKTOK,10s
5842,3b1InIBwqNr5wV082Vp53o,Anoche Comi Pescao,Dj Raulito,122668,44,0.856,0.94,A# / Bb,-3.488,minor,0.0999,0.108,0.0256,0.0844,0.7979999999999999,99.988,_TIKTOK,20s
5843,03ntUWEBz1oVvHGGuk4ttv,Vamonos,Adso Alejandro,140248,36,0.853,0.8440000000000001,A# / Bb,-2.994,minor,0.0933,0.0552,0.0,0.6759999999999999,0.622,112.963,_TIKTOK,20s
5844,059bcIhyc2SBwm6sw2AZzd,Te Vi,Piso 21,231848,77,0.877,0.777,C# / Db,-4.246,major,0.1169999999999999,0.0446,3.46e-05,0.0863,0.706,102.02,_TIKTOK,10s
5845,11EnQRgRMJwMAesfkB5pnu,Se Te Nota (with Guaynaa),Lele Pons,155825,80,0.905,0.6859999999999999,C,-3.152,major,0.0664,0.0907,0.0,0.266,0.963,103.013,_TIKTOK,20s
5846,2dCmGcEOQrMQhMMS8Vj7Ca,Super Freak,Rick James,205466,73,0.838,0.794,A,-8.245,minor,0.0531,0.22,0.0,0.0575,0.962,132.446,_TIKTOK,80s
5848,6KeweE0BlXx3AtjMKhBLaz,Feel Me,Rich Music LTD,300266,69,0.769,0.747,B,-4.56,minor,0.127,0.12,7.48e-06,0.0417,0.807,81.03399999999999,_TIKTOK,10s
5849,73nAK3HgQK8dak83Y2WQ8F,Vida de Rico,Camilo,187426,81,0.8240000000000001,0.457,F# / Gb,-5.428,major,0.0543,0.1669999999999999,0.0,0.0409999999999999,0.95,87.977,_TIKTOK,20s
5850,4Pzk85DqWoLqptyA5IlhLk,Pegao / Me Miro y La Mire (TikTok Hit),Omega,216666,67,0.945,0.521,A# / Bb,-5.0280000000000005,minor,0.271,0.105,0.0557,0.0568,0.861,120.031,_TIKTOK,20s
5851,7d9ybTfliQ5iOJB0i364OS,Trap Pea,El Alfa,228461,63,0.969,0.889,E,-2.0,major,0.2019999999999999,0.0083,0.00214,0.134,0.626,117.009,_TIKTOK,20s
5852,1mohfLaTJtB2RplHLQVM70,La Jeepeta - Remix,Nio Garcia,345240,78,0.815,0.715,E,-4.65,minor,0.207,0.3,4.83e-06,0.091,0.7859999999999999,176.007,_TIKTOK,20s
5853,4xI3U4sDj1TPmO9Iz5TkYp,4K,El Alfa,201500,72,0.925,0.9,D# / Eb,-4.361000000000001,minor,0.144,0.357,0.00595,0.124,0.804,120.031,_TIKTOK,20s
5854,6kYtziLBHJLNaHBpAmmT01,Que Me Deje Coja Si No Next,Dj Peligro,96663,3,0.5760000000000001,0.762,A,-5.3420000000000005,minor,0.252,0.386,9.78e-05,0.0578,0.7559999999999999,175.831,_TIKTOK,20s
5855,3JNYsAbOnTg1VhJEHYnrWm,Toco Toco To,Dixson Waz,182125,32,0.8759999999999999,0.898,G# / Ab,-3.093,minor,0.06,0.0825,0.0409999999999999,0.131,0.962,116.035,_TIKTOK,10s
5857,0hwEhPxCBLKiqeBMZavGAv,Flexin',Lit Killah,179383,69,0.84,0.488,A# / Bb,-6.156000000000001,major,0.0684,0.191,0.0,0.103,0.85,97.984,_TIKTOK,20s
5858,70Ng4dN1FGxrSB6EFNbD0F,Ay Mi Pendejo,La Nevula23 Productor,100884,50,0.8809999999999999,0.921,B,-3.691,major,0.0732,0.0949,0.871,0.263,0.951,132.04399999999998,_TIKTOK,20s
5859,7hY1S4SKti3cGz0rGYmT5A,Omae Wa Mou - Tiny Little Adiantum Remix,deadman 死人,113580,0,0.7390000000000001,0.6409999999999999,C,-12.376,major,0.0538,0.267,0.8029999999999999,0.103,0.713,93.007,_TIKTOK,20s
5861,5YOlr46EwaH34hfN6r4vXR,Trap Anthem,MC Virgins,133017,73,0.818,0.82,F# / Gb,-5.531000000000001,minor,0.175,0.106,0.0,0.108,0.737,160.005,_TIKTOK,20s
5862,6VOq2z5qEUPNFXEz1qACSl,JoJo Pose,Apollo Fresh,105384,0,0.787,0.525,C# / Db,-9.23,major,0.146,0.0476,0.0,0.601,0.366,133.997,_TIKTOK,20s
5863,5orAKrVdrk1kPtTa7zNvYL,unravel,TK from Ling tosite sigure,238360,17,0.508,0.889,G,-2.755,minor,0.0862,0.0495,0.0,0.0984,0.332,135.014,_TIKTOK,10s
5864,0ROE31C8Wu4neZoR9stM9e,Sasuke,Lil Uzi Vert,251336,57,0.8590000000000001,0.477,C# / Db,-6.1160000000000005,major,0.428,0.00414,0.0,0.0819,0.153,145.97899999999998,_TIKTOK,20s
5865,658QJ4p8WcbT3O7iWLpO1D,Scary Garry,Kaito Shoma,99748,72,0.812,0.974,G# / Ab,-2.327,major,0.2269999999999999,0.695,0.512,0.5820000000000001,0.064,153.97899999999998,_TIKTOK,20s
5866,2O37qWcDgagAXrGCIyeIeb,Sundress,MC Virgins,156143,63,0.87,0.645,C,-7.832999999999999,major,0.2739999999999999,0.238,1.26e-05,0.293,0.7390000000000001,122.975,_TIKTOK,20s
5867,6drUY5MlA6NpZcpotC7aQP,ポラリス,BLUE ENCOUNT,224360,14,0.517,0.939,G# / Ab,-2.546,major,0.0938,0.0022199999999999,0.00237,0.0814,0.564,94.96,_TIKTOK,10s
5868,0UQk0mGscPeER19faRWpIM,DEPARTURE,MOL$,129436,48,0.7490000000000001,0.908,A# / Bb,-4.103,major,0.241,0.156,0.0,0.0547,0.69,177.975,_TIKTOK,20s
5869,1y3Ml1b1c4v3ZdpbWLKD1F,FLY HIGH!!,BURNOUT SYNDROMES,244493,67,0.4679999999999999,0.961,B,-1.4340000000000002,major,0.0727,0.0133,0.0,0.331,0.354,94.646,_TIKTOK,10s
5870,2TC0UrhFXiJWH5HWO9bUVq,Hatchback,Cochise,149145,0,0.7340000000000001,0.693,D,-6.227,minor,0.0559999999999999,0.0232,0.0,0.225,0.332,78.005,_TIKTOK,10s
5871,19Qu5BOV1Y8nDrzgYavYdB,"Gurenge (From ""Demon Slayer: Kimetsu no Yaiba"")",Akano,89783,68,0.6559999999999999,0.654,G,-7.031000000000001,major,0.0346,0.0276,0.0,0.109,0.612,135.04399999999998,_TIKTOK,10s
5872,6J2F57IpkEtL8JgdgXAHUH,TOO COLD - Future Funk Mix,MOL$,176005,47,0.5479999999999999,0.785,C# / Db,-6.023,major,0.238,0.00342,0.0,0.119,0.537,119.84,_TIKTOK,20s
5873,3wn5Rw7VBqwP0vAQtjMhOS,Anime Thighs,MC Virgins,155000,71,0.83,0.299,G,-17.113,major,0.476,0.1689999999999999,0.0,0.0663,0.5329999999999999,93.1,_TIKTOK,10s
5874,5RGIemTWgUKpJDAU67XF4A,Tokyo Ghoul,Lil Boom,211586,34,0.5539999999999999,0.319,B,-18.789,minor,0.372,0.132,3.4899999999999995e-05,0.198,0.654,75.438,_TIKTOK,10s
5875,4a7pHqkM05VQj1ZH5onbHx,Sailor Moon,lilbootycall,148606,56,0.7,0.377,A,-15.07,major,0.342,0.0959,0.0,0.133,0.181,130.003,_TIKTOK,10s
5877,5sjoJa0YmBCCPMrBPsBMge,Departure!,Masatoshi Ono,257533,67,0.36,0.93,F,-4.748,minor,0.0515,0.00765,0.0,0.0723,0.483,159.983,_TIKTOK,10s
5878,1pKbgBcgXohiUaKqQJybsa,butterfly,Ekoh,150724,57,0.752,0.723,D,-6.502000000000001,major,0.0704,0.0445,1.02e-05,0.487,0.498,103.543,_TIKTOK,20s
5879,6Sjl4KtCBxaJza3BTTXJE6,Ghost Boy,Jacob Tillberg,207612,61,0.792,0.634,E,-6.566,minor,0.0348,0.245,7.11e-06,0.136,0.322,99.989,_TIKTOK,20s
5880,4mdIgvRkq6F8Cfr0SsBlL0,Don't Look Down,jeonghyeon,165937,44,0.472,0.908,A# / Bb,-3.089,major,0.0751,0.0218,3.15e-06,0.172,0.221,127.992,_TIKTOK,20s
5881,3AaiEsiqHO2ylnnOdWninE,Flamingo,Kero Kero Bonito,197528,62,0.7879999999999999,0.49,G# / Ab,-6.287000000000001,major,0.511,0.313,0.0,0.0968,0.79,177.865,_TIKTOK,10s
5882,0ee0fg9LnoFl4ZeUjxS9js,T-Shirt,Sadfriendd,102217,28,0.792,0.445,G# / Ab,-6.774,major,0.322,0.00114,0.0,0.0897,0.266,94.032,_TIKTOK,20s
5883,3pAUEs5pVQwmchecHov853,Jump,Silent Child,163582,52,0.547,0.5770000000000001,B,-6.988,minor,0.0528,0.1119999999999999,0.000863,0.355,0.291,133.734,_TIKTOK,20s
5884,324bUjYeOZPVtngiq3vhXg,Afraid,Avi,187692,32,0.579,0.675,G# / Ab,-7.482,minor,0.253,0.412,3.59e-06,0.643,0.487,156.153,_TIKTOK,20s
5885,0oqCLlrb80hYS7RhMPUOh7,OI OI OI Bakugou,La Memerano,211722,59,0.846,0.396,C,-10.153,major,0.226,0.0475,4.1e-05,0.272,0.503,124.161,_TIKTOK,20s
5886,3JSkvybmW1CtuJjUhv1OaP,Chika Dance,AnimeHub,95268,66,0.715,0.773,B,-11.806,minor,0.335,0.0395,0.0165,0.181,0.172,178.035,_TIKTOK,10s
5887,32r8TwBbH6GIwZCXByn6m8,RICK BOOTS,KILLY,148736,53,0.787,0.622,G# / Ab,-5.765,major,0.182,0.0227,0.0,0.119,0.51,142.002,_TIKTOK,20s
5888,64yajM6CxtLghmgB53VeXT,インフェルノ,Mrs. GREEN APPLE,212546,69,0.529,0.931,E,-1.538,major,0.0581,0.00955,0.0,0.465,0.695,92.466,_TIKTOK,10s
5889,3CEqLxEEEzaO07Ts3xoTFR,MOONWALK (feat. Yung Bans),KILLY,100798,53,0.8440000000000001,0.495,C# / Db,-6.347,major,0.2289999999999999,0.0545,0.0,0.0893,0.462,153.08100000000002,_TIKTOK,20s
5890,53CAJNlmcnpChlPq8vOwIp,Boyfriend,papichuloteej,145714,40,0.752,0.556,A# / Bb,-9.398,minor,0.0394,0.235,0.0,0.11,0.485,140.019,_TIKTOK,20s
5891,0b7b3OR4cKHo08rdpLHofM,Guren No Yumiya,Linked Horizon,316933,0,0.325,0.99,C# / Db,-3.884,minor,0.248,0.0689,4.3e-06,0.585,0.0841,180.677,_TIKTOK,10s
5892,2DbQpyXOWGsKW2R9zSvFq9,Genesis,Jack & James,154687,48,0.639,0.868,F# / Gb,-5.613,minor,0.0833,0.0159,0.255,0.249,0.123,128.096,_TIKTOK,20s
5893,77MhMKDCBu2XNs1Dzu2AK6,Anime World,SahBabii,194361,53,0.738,0.489,F# / Gb,-8.911,minor,0.135,0.342,3.12e-06,0.488,0.422,81.04899999999999,_TIKTOK,10s
5894,4dabR8urAgTIeEnq4SZZ8c,Pablo & Blanco,Dave East,209320,50,0.848,0.6890000000000001,C# / Db,-5.394,minor,0.249,0.431,0.0,0.424,0.942,111.814,_TIKTOK,20s
5895,4ecLMGwpg6iXU7BOWBpOVJ,Control (feat. FUTURISTIC),Justina Valentine,163200,46,0.7979999999999999,0.669,G,-6.122999999999999,major,0.14,0.373,0.0,0.0702,0.7,87.552,_TIKTOK,20s
5896,1ShQlzjMz0XkaHt5CgMpBs,the WORLD,Nightmare,234173,63,0.494,0.938,B,-2.359,minor,0.0384,0.000474,0.0,0.314,0.8220000000000001,95.049,_TIKTOK,00s
5897,2kH2FSUXyRRSBZbz163WFM,ABC (feat. DJ Chose & LightSkinKeisha),thmpsn,184135,41,0.823,0.8079999999999999,D# / Eb,-4.906000000000001,major,0.183,0.185,1.07e-06,0.1689999999999999,0.648,153.982,_TIKTOK,20s
5898,5uSG2qFsXcAG1QV5D5jmML,FIGHT!,Aests,122088,66,0.7859999999999999,0.8059999999999999,E,-5.4110000000000005,major,0.526,0.186,8.669999999999999e-05,0.3329999999999999,0.561,119.911,_TIKTOK,10s
5899,0bgujdpFkvd6vmQpqmT2pz,冬のはなし,ギヴン,206306,67,0.445,0.974,F,-1.455,major,0.0696,0.000826,0.0,0.292,0.414,134.969,_TIKTOK,10s
5900,5zGpNH5VQqQBCbZumUEkmn,Potential,Ill Snek,196142,43,0.728,0.527,G# / Ab,-10.809,major,0.0921,0.0976,0.0,0.335,0.685,88.986,_TIKTOK,20s
5901,7tu7tfPWBfBdsU1FvSylYp,All Right,metr,195697,49,0.71,0.748,C,-9.308,minor,0.0556,0.00853,5.47e-05,0.0962,0.331,130.00799999999998,_TIKTOK,20s
5903,2UPN7B6ZW2otV9P5zbUW78,TWO CENTS,YSB Eli,153808,0,0.89,0.758,G,-6.57,major,0.272,0.0344,0.0,0.122,0.665,100.027,_TIKTOK,20s
5905,2qEIVphvwMEkE35CXxdWAT,Deal with the devil,Tia,282546,66,0.492,0.939,D,-1.596,major,0.158,0.0232,0.000196,0.304,0.693,141.942,_TIKTOK,10s
5906,5lQov2XPa7ChYntU9TQkPx,Signs of Gemini,Prince of Falls,157440,48,0.775,0.417,C# / Db,-9.429,minor,0.0517,0.122,0.0,0.108,0.713,115.998,_TIKTOK,10s
5907,57ZLmxKjpkNVXR1ooMTVTB,Cowboy Bebop Rap,Daddyphatsnaps,158222,51,0.679,0.684,F,-10.412,minor,0.0771,0.00613,0.000218,0.0853,0.486,134.827,_TIKTOK,10s
5908,6tMdpUXfT70TD6Eh3XfB1p,My Ordinary Life,The Living Tombstone,230894,83,0.648,0.8270000000000001,A,-4.78,minor,0.042,0.00533,0.3379999999999999,0.217,0.598,176.005,_TIKTOK,10s
5909,6OPhDUaBCOvzySigpIx3Lj,CLAP,Sadfriendd,112800,42,0.94,0.337,C# / Db,-10.813,major,0.416,0.0236,0.0,0.071,0.5579999999999999,100.07,_TIKTOK,20s
5912,543jStmHR1VrSfpxmjUIn6,フィクション,sumika,230760,65,0.6579999999999999,0.94,D,-2.427,major,0.0339,0.144,0.0,0.1009999999999999,0.6940000000000001,122.992,_TIKTOK,10s
5913,5s2fml0UCNpjs9eqamNjfZ,Dead Or Alive,Stileto,147915,49,0.6920000000000001,0.435,A# / Bb,-6.768,major,0.121,0.33,1.26e-05,0.113,0.643,128.262,_TIKTOK,20s
5914,5pQzJ1TOrviNcN5E6RxOcQ,Limo Boys,XANAKIN SKYWOK,127225,50,0.731,0.467,C# / Db,-10.743,major,0.216,0.397,0.0,0.129,0.608,98.965,_TIKTOK,20s
5915,7m2dMjululJjv4pRnOIDWv,Rey Mysterio,Anoyd,138461,47,0.695,0.521,F# / Gb,-8.212,major,0.434,0.0461,0.0,0.107,0.357,103.632,_TIKTOK,20s
5916,5mEqD00bdFcsiVd0MfvEeF,Dream lantern,RADWIMPS,131666,65,0.206,0.871,G# / Ab,-5.751,major,0.419,0.0316,6.55e-05,0.0596,0.125,175.6,_TIKTOK,10s
5918,5Ug6ArO9Voc1XV4afGZstU,No Smoke,Blaine,148645,43,0.713,0.53,F# / Gb,-6.872000000000001,minor,0.321,0.0469,0.0,0.115,0.341,77.512,_TIKTOK,20s
5919,3R60XK5itnYkiQkopv7rKE,Togenkyo To Taxi,Mega Shinnosuke,298253,52,0.6779999999999999,0.8079999999999999,D,-6.04,major,0.0319,0.0152,0.0736,0.139,0.887,125.976,_TIKTOK,10s
5920,1KVLRGGMh973EPZ4WaqDtN,Judgement,Kensuke Ushio,105573,56,0.529,0.887,G,-9.64,major,0.0596,0.268,0.898,0.114,0.321,129.991,_TIKTOK,10s
5921,6nqhWnNiHr46kTu4gtQhw0,Cookie Crumbles,Phay,242802,36,0.652,0.363,F# / Gb,-14.039,major,0.0451,0.833,8.28e-06,0.109,0.423,91.131,_TIKTOK,20s
5922,77XnNnxkr3FkNF04HEq6JY,PYRO - Extended Mix,Chester Young,223390,51,0.737,0.97,C# / Db,-2.01,major,0.0816,0.0433,0.1669999999999999,0.6859999999999999,0.3379999999999999,125.982,_TIKTOK,10s
5923,3XtCDyLB7DQe9nobHVZpF8,Large Amounts,Kali Cass,145763,33,0.947,0.687,C# / Db,-8.166,major,0.248,0.291,0.0,0.0843,0.5479999999999999,119.964,_TIKTOK,20s
5924,1fUvFX7UXP4ATvqDSGLweU,Sakura Kiss,Selphius,78072,39,0.613,0.67,D,-5.862,major,0.0572,0.0124,8.89e-06,0.0645,0.804,166.139,_TIKTOK,10s
5928,1NsukTqvXVd9WNttbA3A6a,discord shawty,reptilelegit,94166,41,0.7709999999999999,0.392,A,-12.189,major,0.2019999999999999,0.181,1.56e-05,0.107,0.121,144.001,_TIKTOK,20s
5929,5EHtUEFJ9trrc3cNNfBfJj,ヒカリアレ,BURNOUT SYNDROMES,244786,60,0.32,0.939,G,-1.74,major,0.13,0.0112,0.0,0.363,0.348,178.09599999999998,_TIKTOK,10s
5930,3BgL0IcxKAd0sukooPIVhA,GOKU,Jaden,192880,58,0.471,0.887,C# / Db,-2.445,major,0.2739999999999999,0.195,0.0,0.1159999999999999,0.268,139.999,_TIKTOK,10s
5931,2IvdQFwO9U9EAMJGwEvOcK,Bakugo!,Kamil,151666,64,0.899,0.535,C# / Db,-6.422999999999999,major,0.178,7.74e-05,0.0,0.12,0.183,145.02,_TIKTOK,10s
5932,5jlYhY7ucEgglx7oY8H8cY,TEN FOLD,MOL$,166106,54,0.6759999999999999,0.743,A# / Bb,-8.177999999999999,minor,0.118,0.0419,0.000772,0.09,0.672,200.061,_TIKTOK,20s
5933,1gP60y3DUSuwZf8pUEpvH5,life hack,Vaundy,229551,23,0.711,0.664,B,-5.662000000000001,minor,0.0469,0.0213,0.00091,0.124,0.782,90.979,_TIKTOK,20s
5934,2wxeIeofgy4AHaOhtePamJ,Miku,Anamanaguchi,223124,67,0.718,0.715,C# / Db,-5.981,major,0.0871,0.266,0.00047,0.191,0.557,127.951,_TIKTOK,10s
5935,3ty4jnVIJ9My8ZnXFMc0Fg,愛して 愛して 愛して,Kikuo,252000,73,0.605,0.8420000000000001,G# / Ab,-4.747,major,0.0509,0.0862,3.08e-06,0.106,0.35,115.008,_TIKTOK,10s
5936,2pAPrfN9Q3kIEgcxrkJGDs,Falling Again,KLANG,252175,6,0.341,0.424,F# / Gb,-6.224,minor,0.0321,0.657,7.22e-06,0.0988,0.09,79.889,_TIKTOK,10s
5937,6ZRxnIHvjN0qTVRwz3PLtO,Smells Blood,Kensuke Ushio,109280,58,0.6409999999999999,0.598,E,-8.485,minor,0.0426,0.000586,0.863,0.121,0.161,109.999,_TIKTOK,10s
5938,3dPtXHP0oXQ4HCWHsOA9js,夜に駆ける,YOASOBI,261013,77,0.67,0.8740000000000001,G# / Ab,-5.221,major,0.0305,0.00231,1.7199999999999998e-05,0.3,0.789,130.041,_TIKTOK,10s
5939,3R8DZfMOXCxkzDEYu7kpoi,Goes Like (Do Do Do),Eva Grace,164535,18,0.852,0.555,F,-10.437,minor,0.125,0.16,6.8e-06,0.258,0.465,123.995,_TIKTOK,20s
5940,3Eugjy9ObAlpPdS2gtOCe1,Pop Style - Jack Daily Remix,Jack Daily,124369,65,0.7490000000000001,0.392,G# / Ab,-8.801,major,0.0744,0.0363,0.102,0.0464,0.134,109.986,_TIKTOK,20s
5941,6wdqKAcqWXoH5lQuDswOGq,Jalepeño,Noble Lyfe,91875,32,0.7609999999999999,0.597,A,-8.92,major,0.127,0.231,0.0,0.143,0.645,95.895,_TIKTOK,20s
5942,6r4uT0ZP7NvGozmwV72xNs,Kokoronashi,Rio,266000,45,0.617,0.7140000000000001,E,-6.763,major,0.0402,0.155,8.22e-06,0.33,0.418,83.95700000000001,_TIKTOK,10s
5943,6n8HKBaD6A99E7OH9240MG,Money Say,Rob V,107736,25,0.8079999999999999,0.5870000000000001,F,-7.474,major,0.2269999999999999,0.121,1.33e-06,0.11,0.613,145.066,_TIKTOK,20s
5944,6atJgUpkfXsePscJlSye8T,Fukashigi no Carte - Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Shayne Orok,86461,66,0.631,0.455,D,-7.221,minor,0.0256,0.6970000000000001,0.0,0.21,0.747,96.005,_TIKTOK,10s
5945,4NbD7rhE5nrKPS0nI3Mktk,狂想レクイエム,ヒソカ(CV:浪川大輔),252920,52,0.518,0.7140000000000001,F,-6.482,minor,0.0274,0.0752,8.14e-06,0.0572,0.7120000000000001,175.042,_TIKTOK,10s
5946,7HneEBTvTra2CRYsxgMOAi,ハルジオン,YOASOBI,198000,69,0.6859999999999999,0.902,C,-2.657,minor,0.034,0.0591,0.0,0.3329999999999999,0.901,130.02,_TIKTOK,20s
5947,5D2YJS0c92HFObzHuxiDWX,Stranger,Mars Wagon,181360,21,0.158,0.667,D,-10.282,major,0.0605,0.00588,0.0,0.3779999999999999,0.622,154.783,_TIKTOK,20s
5948,3mScGCzxiXA9OaHdBeuk7O,crossing field,LiSA,248946,72,0.447,0.983,F,-2.281,major,0.268,0.0157,0.0,0.276,0.317,179.072,_TIKTOK,10s
5949,27kGlAZVLGtgbWSuCbxXge,奇術師のバイレ,Yoshihisa Hirano,66946,57,0.7340000000000001,0.7240000000000001,G,-11.339,minor,0.0398,0.679,0.8420000000000001,0.258,0.85,116.982,_TIKTOK,10s
5950,21z1GxeHjfD3qkaF5CgCTO,シルエット,KANA-BOON,240133,74,0.436,0.934,D,-2.685,major,0.0507,1.05e-05,0.136,0.321,0.3829999999999999,91.488,_TIKTOK,10s
5951,3ehnyQhWqWQx8IH6tzETgn,緋に燃える瞳,クラピカ(CV:沢城みゆき),254480,46,0.537,0.706,D,-5.511,major,0.0331,0.0968,0.0,0.276,0.2269999999999999,143.965,_TIKTOK,10s
